"('Attribute', 'schema_name')","('Attribute', 'method_name')","('Attribute', 'dataset_type')","('Attribute', 'dataset_name')","('Attribute', 'curve_name')","('Attribute', 'label_name')","('Attribute', 'online')","('Eval', ('Annotation Error',))","('Eval', ('Jaccard Index',))","('Eval', ('Rand Index',))","('Eval', ('event-based f1 under pa with mode log', 'f1'))","('Eval', ('event-based f1 under pa with mode log', 'precision'))","('Eval', ('event-based f1 under pa with mode log', 'recall'))","('Eval', ('best f1 under pa', 'f1'))","('Eval', ('best f1 under pa', 'precision'))","('Eval', ('best f1 under pa', 'recall'))","('Eval', ('Run Length MSE',))","('Eval', ('Run Length MSRE',))","('Eval', ('Detection Delay', 'delay_mean'))","('Eval', ('Detection Delay', 'delay_std'))","('Eval', ('Detection Delay', 'delay_pct(90)'))","('Eval', ('Detection Delay', 'delay_pct(70)'))","('Eval', ('Detection Delay', 'delay_pct(50)'))","('Eval', ('Detection Delay', 'delay_pct(30)'))","('Eval', ('Detection Delay', 'delay_pct(10)'))"
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,measles,RunLength,No,,,,,,,,,,163793.3404040404,404.71389944507763,,,,,,,
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,nile,ChangePoint,No,1.0,0.6818181818181818,0.8544444444444445,0.062499999999999924,0.03225806451612903,0.9999999999999988,0.062499999999999924,0.03225806451612903,0.9999999999999988,592.05,24.332077593169064,,,,,,,
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,nile,ReportPoint,No,,,,,,,,,,,,71.0,0.0,71.0,71.0,71.0,71.0,71.0
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,nile,RunLength,No,,,,,,,,,,567.19,23.81575109040234,,,,,,,
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,occupancy,ChangePoint,No,5.8,0.4694966274553364,0.9119911786174656,0.0335245901885265,0.023642620090535464,0.6484848484848482,0.0335245901885265,0.023642620090535464,0.6484848484848482,4525.603149606299,59.03992977544069,,,,,,,
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,occupancy,ReportPoint,No,,,,,,,,,,,,108.0848484848485,44.306638751762996,155.48000000000002,132.48,105.3,85.16,60.31999999999999
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,occupancy,RunLength,No,,,,,,,,,,4455.505511811023,58.599327736629746,,,,,,,
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,ozone,ChangePoint,No,1.25,0.45737582647960007,0.7186408106219427,0.08225806451612894,0.04310344827586207,0.999999999999999,0.08225806451612894,0.04310344827586207,0.999999999999999,418.31944444444446,20.44400220097129,,,,,,,
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,ozone,ReportPoint,No,,,,,,,,,,,,27.75,1.75,29.15,28.45,27.75,27.05,26.35
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,ozone,RunLength,No,,,,,,,,,,418.31944444444446,20.44400220097129,,,,,,,
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,quality_control_1,ChangePoint,No,4.0,0.41736672871890346,0.8174684640118723,0.013495863210148906,0.006793777545954486,0.9999999999999989,0.013495863210148906,0.006793777545954486,0.9999999999999989,5023.19935897436,70.87452856016507,,,,,,,
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,quality_control_1,ReportPoint,No,,,,,,,,,,,,54.8,0.0,54.8,54.8,54.8,54.8,54.8
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,quality_control_1,RunLength,No,,,,,,,,,,4936.460256410257,70.25994338010427,,,,,,,
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,quality_control_2,ChangePoint,No,7.0,0.22419928825622776,0.7701092854799222,0.019094270509364828,0.00963916746683737,0.9999999999999989,0.019094270509364828,0.00963916746683737,0.9999999999999989,6291.051418439717,79.31514857497189,,,,,,,
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,quality_control_2,ReportPoint,No,,,,,,,,,,,,101.25,0.0,101.25,101.25,101.25,101.25,101.25
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,quality_control_2,RunLength,No,,,,,,,,,,6173.893617021276,78.57311487522303,,,,,,,
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,quality_control_3,ChangePoint,No,5.0,0.29751116463445226,0.7995619449044107,0.010881572948572223,0.005470551069268104,0.9999999999999989,0.010881572948572223,0.005470551069268104,0.9999999999999989,7533.689315068494,86.7968276931294,,,,,,,
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,quality_control_3,ReportPoint,No,,,,,,,,,,,,20.2,0.0,20.2,20.2,20.2,20.2,20.2
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,quality_control_3,RunLength,No,,,,,,,,,,7415.893698630137,86.11558326756195,,,,,,,
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,quality_control_4,ChangePoint,No,8.0,0.43697107917598443,0.8313507872505386,0.009645795246576145,0.004862027770444503,0.9166666666666657,0.009645795246576145,0.004862027770444503,0.9166666666666657,15789.688042752174,118.11824095733793,,,,,,,
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,quality_control_4,ReportPoint,No,,,,,,,,,,,,64.0,17.427628129559746,83.26666666666667,62.46666666666666,56.166666666666664,53.0,51.0
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,quality_control_4,RunLength,No,,,,,,,,,,15640.94321977288,117.54125926669035,,,,,,,
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,rail_lines,ChangePoint,No,1.6,0.4184212784212784,0.6918918918918919,0.12193732193732172,0.06993006993006992,0.6999999999999995,0.13470871401905862,0.07705257705257704,0.6999999999999996,249.96216216216217,15.796067710029542,,,,,,,
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,rail_lines,ReportPoint,No,,,,,,,,,,,,16.3,4.7,20.060000000000002,18.18,16.3,14.419999999999998,12.540000000000001
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,rail_lines,RunLength,No,,,,,,,,,,249.96216216216217,15.796067710029542,,,,,,,
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,ratner_stock,ChangePoint,No,13.4,0.3355418008100935,0.8115459098497496,0.011150347412949159,0.00560939012110103,0.9999999999999993,0.011150347412949159,0.00560939012110103,0.9999999999999993,20307.20466666667,142.20278368584724,,,,,,,
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,ratner_stock,ReportPoint,No,,,,,,,,,,,,107.7,28.3,130.33999999999997,119.01999999999998,107.7,96.38000000000001,85.06
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,ratner_stock,RunLength,No,,,,,,,,,,20114.426333333333,141.52647433551132,,,,,,,
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,robocalls,ChangePoint,No,1.0,0.5477319121447028,0.8157993966817496,0.20833333333333298,0.12499999999999997,0.6249999999999998,0.20833333333333298,0.12499999999999997,0.6249999999999998,138.5096153846154,11.461404997128938,,,,,,,
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,robocalls,ReportPoint,No,,,,,,,,,,,,32.25,11.25,41.25,36.75,32.25,27.75,23.25
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,robocalls,RunLength,No,,,,,,,,,,141.78846153846155,11.49913134156179,,,,,,,
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,run_log,ChangePoint,No,1.25,0.36534375040842404,0.9092941176470588,0.06520467836257293,0.04503816793893129,0.6840277777777776,0.06520467836257293,0.04503816793893129,0.6840277777777776,1730.364,41.59745566506061,,,,,,,
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,run_log,ReportPoint,No,,,,,,,,,,,,106.125,45.80285074965138,155.075,133.39999999999998,111.125,88.14999999999999,47.975
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,run_log,RunLength,No,,,,,,,,,,1758.344,41.932441682193236,,,,,,,
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,scanline_126007,ChangePoint,No,8.75,0.4312621661793464,0.8557976687543494,0.028673018503175888,0.014928426092332329,0.9761904761904756,0.02973703500091622,0.015515301966564525,0.9772727272727266,9519.243229166666,95.7953424268685,,,,,,,
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,scanline_126007,ReportPoint,No,,,,,,,,,,,,118.125,19.142246160044195,138.875,126.15,118.375,107.875,98.325
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,scanline_126007,RunLength,No,,,,,,,,,,9428.939062500001,95.39829588812185,,,,,,,
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,scanline_42049,ChangePoint,No,2.6,0.562265241630673,0.9248190675017398,0.05840737410871498,0.05607964081515945,0.3936507936507935,0.056502612203953084,0.05607964081515945,0.3914285714285713,2377.6395833333336,47.62283307695624,,,,,,,
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,scanline_42049,ReportPoint,No,,,,,,,,,,,,73.09142857142857,52.201310382616654,127.58,116.26000000000002,61.7,35.66,16.96
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,scanline_42049,RunLength,No,,,,,,,,,,2386.9529166666666,47.7865459444111,,,,,,,
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,seatbelts,ChangePoint,No,1.75,0.5039470233496524,0.8740319589877836,0.15191622103386787,0.1389100609756097,0.5416666666666665,0.15191622103386787,0.1389100609756097,0.5416666666666665,1224.5364583333335,34.825200927148146,,,,,,,
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,seatbelts,ReportPoint,No,,,,,,,,,,,,79.33333333333333,52.63544861958895,121.65,103.44999999999999,85.25,59.949999999999996,34.65
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,seatbelts,RunLength,No,,,,,,,,,,1188.1770833333335,34.305559529739455,,,,,,,
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,shanghai_license,ChangePoint,No,2.8,0.4488110933109226,0.7963923500434655,0.016424588572239558,0.008288599033065834,0.9999999999999989,0.016424588572239558,0.008288599033065834,0.9999999999999989,2884.4147058823537,53.0635389276473,,,,,,,
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,shanghai_license,ReportPoint,No,,,,,,,,,,,,58.8,3.2,61.36,60.08,58.8,57.52,56.239999999999995
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,shanghai_license,RunLength,No,,,,,,,,,,2816.674509803922,52.42964520526002,,,,,,,
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,uk_coal_employ,ChangePoint,No,2.75,0.49297993867609924,0.8781364468864469,0.28349753694581237,0.6402439024390238,0.4249999999999999,0.28349753694581237,0.6402439024390238,0.4249999999999999,344.81666666666666,18.563229667055772,,,,,,,
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,uk_coal_employ,ReportPoint,No,,,,,,,,,,,,55.65,24.00490458577964,82.07499999999999,70.475,56.375,41.1,29.2
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,uk_coal_employ,RunLength,No,,,,,,,,,,364.37380952380954,19.08019748192358,,,,,,,
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,unemployment_nl,ChangePoint,No,3.0,0.3676188960854189,0.8244751528036142,0.05312673121536741,0.02758644685327051,0.9999999999999996,0.05312673121536741,0.02758644685327051,0.9999999999999996,2594.9671361502346,45.81295398037901,,,,,,,
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,unemployment_nl,ReportPoint,No,,,,,,,,,,,,49.539682539682545,25.20498471014774,79.20000000000002,56.8,50.0,36.699999999999996,22.250000000000004
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,unemployment_nl,RunLength,No,,,,,,,,,,2563.8403755868544,45.664219496050656,,,,,,,
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,usd_isk,ChangePoint,No,3.6,0.36302639359034233,0.8271080139372822,0.044800762260708143,0.02325236916965443,0.9333333333333329,0.044800762260708143,0.02325236916965443,0.9333333333333329,2660.9520325203252,51.193480412469626,,,,,,,
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,usd_isk,ReportPoint,No,,,,,,,,,,,,97.48333333333332,15.601099006425835,111.92,104.55999999999999,100.3,91.18,82.66
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,usd_isk,RunLength,No,,,,,,,,,,2599.1926829268295,50.59707258004797,,,,,,,
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,us_population,ChangePoint,No,14.0,0.2678132678132678,0.7848781296634058,0.004246303642264691,0.0021276692062888467,0.9999999999999989,0.004246303642264691,0.0021276692062888467,0.9999999999999989,45968.46748466257,214.40252430545854,,,,,,,
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,us_population,ReportPoint,No,,,,,,,,,,,,138.0,0.0,138.0,138.0,138.0,138.0,138.0
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,us_population,RunLength,No,,,,,,,,,,45632.35705521472,213.6172559177246,,,,,,,
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,well_log,ChangePoint,No,5.0,0.43462251275537794,0.9143857390399515,0.038874275060649756,0.025119470798566235,0.7117647058823527,0.038874275060649756,0.025119470798566235,0.7117647058823527,5886.363798219585,74.27755848237192,,,,,,,
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,well_log,ReportPoint,No,,,,,,,,,,,,114.46203208556149,57.3847606017013,174.88000000000002,152.12,124.0,88.16,42.52
Naive,ESPRESSO,TS4CD,AlanTuringTCPD,well_log,RunLength,No,,,,,,,,,,5806.810385756677,73.78138319331657,,,,,,,
Naive,ESPRESSO,TS4CD,Synthetic,Gradual,ChangePoint,No,12.0,0.3207339929886331,0.8038808316171708,0.00395256916996047,0.0019801980198019802,0.9999999999999989,0.00395256916996047,0.0019801980198019802,0.9999999999999989,59546.62154432793,244.02176448900605,,,,,,,
Naive,ESPRESSO,TS4CD,Synthetic,Gradual,ReportPoint,No,,,,,,,,,,,,99.0,0.0,99.0,99.0,99.0,99.0,99.0
Naive,ESPRESSO,TS4CD,Synthetic,Gradual,RunLength,No,,,,,,,,,,59142.70924690181,243.19274094203925,,,,,,,
Naive,ESPRESSO,TS4CD,Synthetic,PeriodicSpike,ChangePoint,No,17.0,0.22805343511450382,0.7791653628683078,0.004866180048661795,0.0024390243902439024,0.9999999999999989,0.004866180048661795,0.0024390243902439024,0.9999999999999989,81739.6291706387,285.90143261382707,,,,,,,
Naive,ESPRESSO,TS4CD,Synthetic,PeriodicSpike,ReportPoint,No,,,,,,,,,,,,199.0,0.0,199.0,199.0,199.0,199.0,199.0
Naive,ESPRESSO,TS4CD,Synthetic,PeriodicSpike,RunLength,No,,,,,,,,,,81285.9485224023,285.10690718115245,,,,,,,
Naive,ESPRESSO,TS4CD,Synthetic,PeriodicSpike2,ChangePoint,No,10.0,0.4818702290076336,0.8507966511181132,0.004587155963302747,0.0022988505747126436,0.9999999999999989,0.004587155963302747,0.0022988505747126436,0.9999999999999989,35113.14871306006,187.3850279853224,,,,,,,
Naive,ESPRESSO,TS4CD,Synthetic,PeriodicSpike2,ReportPoint,No,,,,,,,,,,,,166.0,0.0,166.0,166.0,166.0,166.0,166.0
Naive,ESPRESSO,TS4CD,Synthetic,PeriodicSpike2,RunLength,No,,,,,,,,,,34811.26501429933,186.57777202630362,,,,,,,
Naive,ESPRESSO,TS4CD,Synthetic,Scaling,ChangePoint,No,18.0,0.2595419847328244,0.7850388228701999,0.004056795131845838,0.0020325203252032522,0.9999999999999989,0.004056795131845838,0.0020325203252032522,0.9999999999999989,68168.1372735939,261.0902856745036,,,,,,,
Naive,ESPRESSO,TS4CD,Synthetic,Scaling,ReportPoint,No,,,,,,,,,,,,116.0,0.0,116.0,116.0,116.0,116.0,116.0
Naive,ESPRESSO,TS4CD,Synthetic,Scaling,RunLength,No,,,,,,,,,,67731.38608198284,260.25254289244293,,,,,,,
Naive,ESPRESSO,TS4CD,Synthetic,Scaling2,ChangePoint,No,10.0,0.6154580152671756,0.8942004016911781,0.004115226337448556,0.002061855670103093,0.9999999999999989,0.004115226337448556,0.002061855670103093,0.9999999999999989,29478.10962821735,171.6919032110057,,,,,,,
Naive,ESPRESSO,TS4CD,Synthetic,Scaling2,ReportPoint,No,,,,,,,,,,,,116.0,0.0,116.0,116.0,116.0,116.0,116.0
Naive,ESPRESSO,TS4CD,Synthetic,Scaling2,RunLength,No,,,,,,,,,,29263.699714013346,171.06636055640323,,,,,,,
Naive,ESPRESSO,TS4CD,Synthetic,Shift,ChangePoint,No,14.0,0.2583969465648855,0.7750638557986886,0.003937007874015744,0.0019723865877712033,0.9999999999999989,0.003937007874015744,0.0019723865877712033,0.9999999999999989,68951.21067683508,262.58562541928126,,,,,,,
Naive,ESPRESSO,TS4CD,Synthetic,Shift,ReportPoint,No,,,,,,,,,,,,99.0,0.0,99.0,99.0,99.0,99.0,99.0
Naive,ESPRESSO,TS4CD,Synthetic,Shift,RunLength,No,,,,,,,,,,68556.72068636797,261.8333834452131,,,,,,,
Naive,ESPRESSO,TS4CD,USC,USC_0,ChangePoint,No,12.0,0.4714453505894868,0.919879607243302,0.008298755186721976,0.0041841004184100415,0.4999999999999999,0.008298755186721976,0.0041841004184100415,0.4999999999999999,24413.805128205127,156.24917640808584,,,,,,,
Naive,ESPRESSO,TS4CD,USC,USC_0,ReportPoint,No,,,,,,,,,,,,142.5,16.393596310755,161.0,143.0,135.0,130.0,130.0
Naive,ESPRESSO,TS4CD,USC,USC_0,RunLength,No,,,,,,,,,,24221.763461538463,155.63342655592487,,,,,,,
Naive,ESPRESSO,TS4CD,USC,USC_1,ChangePoint,No,10.0,0.5118051122112363,0.955459614151083,0.016129032258064398,0.008620689655172414,0.12499999999999997,0.016129032258064398,0.008620689655172414,0.12499999999999997,9244.65,96.14910295993405,,,,,,,
Naive,ESPRESSO,TS4CD,USC,USC_1,ReportPoint,No,,,,,,,,,,,,72.125,40.7597764346175,122.6,98.79999999999998,74.5,42.1,19.0
Naive,ESPRESSO,TS4CD,USC,USC_1,RunLength,No,,,,,,,,,,9166.826282051283,95.74354433616547,,,,,,,
Naive,ESPRESSO,TS4CD,USC,USC_2,ChangePoint,No,19.0,0.3657454446928131,0.9089110313134798,0.08695652173913007,0.05555555555555555,0.19999999999999996,0.08695652173913007,0.05555555555555555,0.19999999999999996,36210.87620269403,190.29155578399698,,,,,,,
Naive,ESPRESSO,TS4CD,USC,USC_2,ReportPoint,No,,,,,,,,,,,,87.8,43.25921867070648,138.0,86.0,70.0,62.0,53.4
Naive,ESPRESSO,TS4CD,USC,USC_2,RunLength,No,,,,,,,,,,35954.566388710715,189.61689373236425,,,,,,,
Naive,ESPRESSO,TS4CD,USC,USC_3,ChangePoint,No,6.0,0.5036346357806781,0.939664232496176,0.010673782521681108,0.0053655264922870555,0.9999999999999998,0.010673782521681108,0.0053655264922870555,0.9999999999999998,18676.171153846153,136.66078864782742,,,,,,,
Naive,ESPRESSO,TS4CD,USC,USC_3,ReportPoint,No,,,,,,,,,,,,121.25,48.072211307573525,173.0,159.0,130.0,92.0,61.0
Naive,ESPRESSO,TS4CD,USC,USC_3,RunLength,No,,,,,,,,,,18578.630128205128,136.30344870253697,,,,,,,
Naive,ESPRESSO,TS4CD,USC,USC_4,ChangePoint,No,16.0,0.49304724017625035,0.9283728886038058,0.007012622720897608,0.003518648838845883,0.9999999999999998,0.007012622720897608,0.003518648838845883,0.9999999999999998,24134.291025641025,155.35215166080263,,,,,,,
Naive,ESPRESSO,TS4CD,USC,USC_4,ReportPoint,No,,,,,,,,,,,,104.6,61.284908419610126,163.0,148.6,139.0,60.599999999999994,29.0
Naive,ESPRESSO,TS4CD,USC,USC_4,RunLength,No,,,,,,,,,,23958.378205128207,154.78494179062835,,,,,,,
Naive,ESPRESSO,TS4CD,USC,USC_5,ChangePoint,No,12.0,0.5127137522065212,0.9346142033379417,0.011111111111111056,0.005714285714285714,0.19999999999999996,0.011111111111111056,0.005714285714285714,0.19999999999999996,18180.84862091084,134.83637721665042,,,,,,,
Naive,ESPRESSO,TS4CD,USC,USC_5,ReportPoint,No,,,,,,,,,,,,120.0,67.82329983125268,190.0,180.0,140.0,60.0,40.0
Naive,ESPRESSO,TS4CD,USC,USC_5,RunLength,No,,,,,,,,,,18054.78255291854,134.36808606554808,,,,,,,
Naive,ESPRESSOOnline,TS4CD,AlanTuringTCPD,apple,ChangePoint,Yes,1.2,0.42922443834313884,0.7141208791208791,0.01728871728871722,0.00999732691793638,0.8285714285714276,0.01728871728871722,0.00999732691793638,0.8285714285714276,45395.235,209.2089152456634,,,,,,,
Naive,ESPRESSOOnline,TS4CD,AlanTuringTCPD,apple,ReportPoint,Yes,,,,,,,,,,,,6.342857142857143,2.4950563365280916,8.560000000000002,5.68,5.2,5.16,5.0
Naive,ESPRESSOOnline,TS4CD,AlanTuringTCPD,apple,RunLength,Yes,,,,,,,,,,55154.91714285714,231.19039451905846,,,,,,,
Naive,ESPRESSOOnline,TS4CD,AlanTuringTCPD,bee_waggle_6,ChangePoint,Yes,1.0,0.4995666846071842,0.7492288567136001,0.02116402116402114,0.0106951871657754,0.9999999999999996,0.02116402116402114,0.0106951871657754,0.9999999999999996,24609.16393442623,156.8730822493975,,,,,,,
Naive,ESPRESSOOnline,TS4CD,AlanTuringTCPD,bee_waggle_6,ReportPoint,Yes,,,,,,,,,,,,4.0,3.0,6.4,5.199999999999999,4.0,2.8,1.6
Naive,ESPRESSOOnline,TS4CD,AlanTuringTCPD,bee_waggle_6,RunLength,Yes,,,,,,,,,,34088.75227686703,184.6313956965798,,,,,,,
Naive,ESPRESSOOnline,TS4CD,AlanTuringTCPD,bitcoin,ChangePoint,Yes,3.0,0.5038698854057949,0.7504469071059879,0.024642820544848502,0.01578209435752544,0.8285714285714281,0.024642820544848502,0.01578209435752544,0.8285714285714281,90790.50387374463,299.791311841823,,,,,,,
Naive,ESPRESSOOnline,TS4CD,AlanTuringTCPD,bitcoin,ReportPoint,Yes,,,,,,,,,,,,7.985714285714286,7.400823763208818,15.320000000000004,7.879999999999998,5.5,3.56,2.44
Naive,ESPRESSOOnline,TS4CD,AlanTuringTCPD,bitcoin,RunLength,Yes,,,,,,,,,,110470.31449067433,330.79265550139297,,,,,,,
Naive,ESPRESSOOnline,TS4CD,AlanTuringTCPD,brent_spot,ChangePoint,Yes,5.0,0.253783002281852,0.6258351893095769,0.03792411693221896,0.020027857929340455,0.7672727272727271,0.03792411693221896,0.020027857929340455,0.7672727272727271,45120.151999999995,211.32142741770053,,,,,,,
Naive,ESPRESSOOnline,TS4CD,AlanTuringTCPD,brent_spot,ReportPoint,Yes,,,,,,,,,,,,17.454949494949496,8.940902443122955,27.320000000000004,20.439999999999998,16.4,12.52,8.32
Naive,ESPRESSOOnline,TS4CD,AlanTuringTCPD,brent_spot,RunLength,Yes,,,,,,,,,,52843.30133333333,228.84781198661872,,,,,,,
Naive,ESPRESSOOnline,TS4CD,AlanTuringTCPD,businv,ChangePoint,Yes,4.25,0.3216311995597768,0.6885635635635636,0.03019375817436036,0.015332650339431285,0.9999999999999996,0.03019375817436036,0.015332650339431285,0.9999999999999996,12248.353535353535,110.64133019017743,,,,,,,
Naive,ESPRESSOOnline,TS4CD,AlanTuringTCPD,businv,ReportPoint,Yes,,,,,,,,,,,,8.416666666666666,4.2078610046603115,12.05,10.65,9.25,6.85,4.45
Naive,ESPRESSOOnline,TS4CD,AlanTuringTCPD,businv,RunLength,Yes,,,,,,,,,,16975.6430976431,130.2655987792774,,,,,,,
Naive,ESPRESSOOnline,TS4CD,AlanTuringTCPD,children_per_woman,ChangePoint,Yes,4.8,0.40868355247110416,0.7218422850895176,0.02929365388285705,0.014888586448359909,0.9999999999999997,0.02929365388285705,0.014888586448359909,0.9999999999999997,8239.202214022142,90.24099296137629,,,,,,,
Naive,ESPRESSOOnline,TS4CD,AlanTuringTCPD,children_per_woman,ReportPoint,Yes,,,,,,,,,,,,13.5,5.441195263952197,18.32,16.16,13.6,11.0,8.6
Naive,ESPRESSOOnline,TS4CD,AlanTuringTCPD,children_per_woman,RunLength,Yes,,,,,,,,,,11936.274538745387,108.79775343377318,,,,,,,
Naive,ESPRESSOOnline,TS4CD,AlanTuringTCPD,co2_canada,ChangePoint,Yes,2.2,0.31349164033404747,0.707440841835372,0.060692944418912334,0.0314604462474645,0.8999999999999998,0.060692944418912334,0.0314604462474645,0.8999999999999998,4807.312371134021,68.27489228380364,,,,,,,
Naive,ESPRESSOOnline,TS4CD,AlanTuringTCPD,co2_canada,ReportPoint,Yes,,,,,,,,,,,,10.023809523809524,8.572011971208855,19.46,14.540000000000001,7.4,4.9,2.4
Naive,ESPRESSOOnline,TS4CD,AlanTuringTCPD,co2_canada,RunLength,Yes,,,,,,,,,,6545.594845360824,79.9756894231588,,,,,,,
Naive,ESPRESSOOnline,TS4CD,AlanTuringTCPD,construction,ChangePoint,Yes,0.5,0.42714850071823873,0.7261178861788619,0.017056987955511128,0.00860789185641826,0.9999999999999992,0.017056987955511128,0.00860789185641826,0.9999999999999992,10117.88888888889,100.40614237331783,,,,,,,
Naive,ESPRESSOOnline,TS4CD,AlanTuringTCPD,construction,ReportPoint,Yes,,,,,,,,,,,,5.375,0.875,6.075,5.725,5.375,5.025,4.675
Naive,ESPRESSOOnline,TS4CD,AlanTuringTCPD,construction,RunLength,Yes,,,,,,,,,,13301.180555555557,115.12805952322984,,,,,,,
Naive,ESPRESSOOnline,TS4CD,AlanTuringTCPD,debt_ireland,ChangePoint,Yes,2.4,0.2856965944272446,0.608187134502924,0.28754385964912255,0.1698168498168498,0.9999999999999997,0.28754385964912255,0.1698168498168498,0.9999999999999997,79.9578947368421,8.93163626507999,,,,,,,
Naive,ESPRESSOOnline,TS4CD,AlanTuringTCPD,debt_ireland,ReportPoint,Yes,,,,,,,,,,,,9.6,3.491607978309962,12.580000000000002,10.94,9.5,8.099999999999998,6.7
Naive,ESPRESSOOnline,TS4CD,AlanTuringTCPD,debt_ireland,RunLength,Yes,,,,,,,,,,79.9578947368421,8.93163626507999,,,,,,,
Naive,ESPRESSOOnline,TS4CD,AlanTuringTCPD,gdp_argentina,ChangePoint,Yes,2.0,0.5098039215686274,0.8029350104821803,0.12499999999999985,0.06666666666666667,0.9999999999999997,0.12499999999999985,0.06666666666666667,0.9999999999999997,207.7037037037037,14.411929215191964,,,,,,,
Naive,ESPRESSOOnline,TS4CD,AlanTuringTCPD,gdp_argentina,ReportPoint,Yes,,,,,,,,,,,,17.666666666666668,7.845734863959881,25.6,20.799999999999997,16.0,13.2,10.4
Naive,ESPRESSOOnline,TS4CD,AlanTuringTCPD,gdp_argentina,RunLength,Yes,,,,,,,,,,683.4444444444445,26.142770404921595,,,,,,,
Naive,ESPRESSOOnline,TS4CD,AlanTuringTCPD,gdp_croatia,ChangePoint,Yes,1.0,0.48701298701298706,0.7207792207792206,0.14285714285714268,0.07692307692307691,0.9999999999999988,0.14285714285714268,0.07692307692307691,0.9999999999999988,75.68181818181819,8.699529767856317,,,,,,,
Naive,ESPRESSOOnline,TS4CD,AlanTuringTCPD,gdp_croatia,ReportPoint,Yes,,,,,,,,,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
Naive,ESPRESSOOnline,TS4CD,AlanTuringTCPD,gdp_croatia,RunLength,Yes,,,,,,,,,,75.68181818181819,8.699529767856317,,,,,,,
Naive,ESPRESSOOnline,TS4CD,AlanTuringTCPD,gdp_iran,ChangePoint,Yes,1.0,0.5540551048005409,0.8002539912917271,0.18446768285477944,0.1017126148705096,0.9999999999999994,0.18446768285477944,0.1017126148705096,0.9999999999999994,158.16037735849056,12.509634112340684,,,,,,,
Naive,ESPRESSOOnline,TS4CD,AlanTuringTCPD,gdp_iran,ReportPoint,Yes,,,,,,,,,,,,38.0,2.791103500742244,40.45,39.35,38.25,36.85,35.45
