"('Attribute', 'schema_name')","('Attribute', 'method_name')","('Attribute', 'dataset_type')","('Attribute', 'dataset_name')","('Attribute', 'curve_name')","('Attribute', 'label_name')","('Attribute', 'online')","('Eval', 'eval_item')","('Eval', 'value')"
Naive,EDDM,TS4CD,AlanTuringTCPD,usd_isk,ChangePoint,Yes,"('best f1 under pa', 'precision')",0.21656656656656637
Naive,EDDM,TS4CD,AlanTuringTCPD,usd_isk,ChangePoint,Yes,"('best f1 under pa', 'recall')",0.866666666666666
Naive,EDDM,TS4CD,AlanTuringTCPD,usd_isk,ChangePoint,Yes,"('Run Length MSE',)",3025.055605381166
Naive,EDDM,TS4CD,AlanTuringTCPD,usd_isk,ChangePoint,Yes,"('Run Length MSRE',)",54.92863268795456
Naive,EDDM,TS4CD,AlanTuringTCPD,usd_isk,ReportPoint,Yes,"('Detection Delay', 'delay_mean')",5.283333333333333
Naive,EDDM,TS4CD,AlanTuringTCPD,usd_isk,ReportPoint,Yes,"('Detection Delay', 'delay_std')",3.181882183897945
Naive,EDDM,TS4CD,AlanTuringTCPD,usd_isk,ReportPoint,Yes,"('Detection Delay', 'delay_pct(90)')",8.360000000000001
Naive,EDDM,TS4CD,AlanTuringTCPD,usd_isk,ReportPoint,Yes,"('Detection Delay', 'delay_pct(70)')",5.879999999999999
Naive,EDDM,TS4CD,AlanTuringTCPD,usd_isk,ReportPoint,Yes,"('Detection Delay', 'delay_pct(50)')",4.6
Naive,EDDM,TS4CD,AlanTuringTCPD,usd_isk,ReportPoint,Yes,"('Detection Delay', 'delay_pct(30)')",3.7
Naive,EDDM,TS4CD,AlanTuringTCPD,usd_isk,ReportPoint,Yes,"('Detection Delay', 'delay_pct(10)')",2.7
Naive,EDDM,TS4CD,AlanTuringTCPD,usd_isk,RunLength,Yes,"('Run Length MSE',)",2948.1426008968615
Naive,EDDM,TS4CD,AlanTuringTCPD,usd_isk,RunLength,Yes,"('Run Length MSRE',)",54.22632003321637
Naive,EDDM,TS4CD,AlanTuringTCPD,us_population,ChangePoint,Yes,"('Annotation Error',)",51.0
Naive,EDDM,TS4CD,AlanTuringTCPD,us_population,ChangePoint,Yes,"('Jaccard Index',)",0.03814713896457766
Naive,EDDM,TS4CD,AlanTuringTCPD,us_population,ChangePoint,Yes,"('Rand Index',)",0.7581808745296483
Naive,EDDM,TS4CD,AlanTuringTCPD,us_population,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'f1')",0.004901990232063577
Naive,EDDM,TS4CD,AlanTuringTCPD,us_population,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'precision')",0.0024570172896744907
Naive,EDDM,TS4CD,AlanTuringTCPD,us_population,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'recall')",0.9999999999999989
Naive,EDDM,TS4CD,AlanTuringTCPD,us_population,ChangePoint,Yes,"('best f1 under pa', 'f1')",0.004901990232063577
Naive,EDDM,TS4CD,AlanTuringTCPD,us_population,ChangePoint,Yes,"('best f1 under pa', 'precision')",0.0024570172896744907
Naive,EDDM,TS4CD,AlanTuringTCPD,us_population,ChangePoint,Yes,"('best f1 under pa', 'recall')",0.9999999999999989
Naive,EDDM,TS4CD,AlanTuringTCPD,us_population,ChangePoint,Yes,"('Run Length MSE',)",42849.15238095238
Naive,EDDM,TS4CD,AlanTuringTCPD,us_population,ChangePoint,Yes,"('Run Length MSRE',)",207.00035887690535
Naive,EDDM,TS4CD,AlanTuringTCPD,us_population,ReportPoint,Yes,"('Detection Delay', 'delay_mean')",7.0
Naive,EDDM,TS4CD,AlanTuringTCPD,us_population,ReportPoint,Yes,"('Detection Delay', 'delay_std')",0.0
Naive,EDDM,TS4CD,AlanTuringTCPD,us_population,ReportPoint,Yes,"('Detection Delay', 'delay_pct(90)')",7.0
Naive,EDDM,TS4CD,AlanTuringTCPD,us_population,ReportPoint,Yes,"('Detection Delay', 'delay_pct(70)')",7.0
Naive,EDDM,TS4CD,AlanTuringTCPD,us_population,ReportPoint,Yes,"('Detection Delay', 'delay_pct(50)')",7.0
Naive,EDDM,TS4CD,AlanTuringTCPD,us_population,ReportPoint,Yes,"('Detection Delay', 'delay_pct(30)')",7.0
Naive,EDDM,TS4CD,AlanTuringTCPD,us_population,ReportPoint,Yes,"('Detection Delay', 'delay_pct(10)')",7.0
Naive,EDDM,TS4CD,AlanTuringTCPD,us_population,RunLength,Yes,"('Run Length MSE',)",42521.93877551021
Naive,EDDM,TS4CD,AlanTuringTCPD,us_population,RunLength,Yes,"('Run Length MSRE',)",206.20847456594845
Naive,EDDM,TS4CD,AlanTuringTCPD,well_log,ChangePoint,Yes,"('Annotation Error',)",34.6
Naive,EDDM,TS4CD,AlanTuringTCPD,well_log,ChangePoint,Yes,"('Jaccard Index',)",0.2442738733405764
Naive,EDDM,TS4CD,AlanTuringTCPD,well_log,ChangePoint,Yes,"('Rand Index',)",0.8969636044394347
Naive,EDDM,TS4CD,AlanTuringTCPD,well_log,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'f1')",0.04198549325921819
Naive,EDDM,TS4CD,AlanTuringTCPD,well_log,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'precision')",0.021542996602454914
Naive,EDDM,TS4CD,AlanTuringTCPD,well_log,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'recall')",0.8624999999999998
Naive,EDDM,TS4CD,AlanTuringTCPD,well_log,ChangePoint,Yes,"('best f1 under pa', 'f1')",0.04198549325921819
Naive,EDDM,TS4CD,AlanTuringTCPD,well_log,ChangePoint,Yes,"('best f1 under pa', 'precision')",0.021542996602454914
Naive,EDDM,TS4CD,AlanTuringTCPD,well_log,ChangePoint,Yes,"('best f1 under pa', 'recall')",0.8624999999999998
Naive,EDDM,TS4CD,AlanTuringTCPD,well_log,ChangePoint,Yes,"('Run Length MSE',)",7880.94375
Naive,EDDM,TS4CD,AlanTuringTCPD,well_log,ChangePoint,Yes,"('Run Length MSRE',)",83.73973863621839
Naive,EDDM,TS4CD,AlanTuringTCPD,well_log,ReportPoint,Yes,"('Detection Delay', 'delay_mean')",8.393434343434345
Naive,EDDM,TS4CD,AlanTuringTCPD,well_log,ReportPoint,Yes,"('Detection Delay', 'delay_std')",4.126043542795889
Naive,EDDM,TS4CD,AlanTuringTCPD,well_log,ReportPoint,Yes,"('Detection Delay', 'delay_pct(90)')",14.0
Naive,EDDM,TS4CD,AlanTuringTCPD,well_log,ReportPoint,Yes,"('Detection Delay', 'delay_pct(70)')",9.76
Naive,EDDM,TS4CD,AlanTuringTCPD,well_log,ReportPoint,Yes,"('Detection Delay', 'delay_pct(50)')",7.1
Naive,EDDM,TS4CD,AlanTuringTCPD,well_log,ReportPoint,Yes,"('Detection Delay', 'delay_pct(30)')",6.0
Naive,EDDM,TS4CD,AlanTuringTCPD,well_log,ReportPoint,Yes,"('Detection Delay', 'delay_pct(10)')",4.38
Naive,EDDM,TS4CD,AlanTuringTCPD,well_log,RunLength,Yes,"('Run Length MSE',)",7773.921052631578
Naive,EDDM,TS4CD,AlanTuringTCPD,well_log,RunLength,Yes,"('Run Length MSRE',)",83.12323126925311
Naive,EDDM,TS4CD,Synthetic,Gradual,ChangePoint,Yes,"('Annotation Error',)",57.0
Naive,EDDM,TS4CD,Synthetic,Gradual,ChangePoint,Yes,"('Jaccard Index',)",0.14204003813155386
Naive,EDDM,TS4CD,Synthetic,Gradual,ChangePoint,Yes,"('Rand Index',)",0.7645312996504607
Naive,EDDM,TS4CD,Synthetic,Gradual,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'f1')",0.0037807183364839277
Naive,EDDM,TS4CD,Synthetic,Gradual,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'precision')",0.001893939393939394
Naive,EDDM,TS4CD,Synthetic,Gradual,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'recall')",0.9999999999999989
Naive,EDDM,TS4CD,Synthetic,Gradual,ChangePoint,Yes,"('best f1 under pa', 'f1')",0.0037807183364839277
Naive,EDDM,TS4CD,Synthetic,Gradual,ChangePoint,Yes,"('best f1 under pa', 'precision')",0.001893939393939394
Naive,EDDM,TS4CD,Synthetic,Gradual,ChangePoint,Yes,"('best f1 under pa', 'recall')",0.9999999999999989
Naive,EDDM,TS4CD,Synthetic,Gradual,ChangePoint,Yes,"('Run Length MSE',)",83664.91714285714
Naive,EDDM,TS4CD,Synthetic,Gradual,ChangePoint,Yes,"('Run Length MSRE',)",289.2488844280253
Naive,EDDM,TS4CD,Synthetic,Gradual,ReportPoint,Yes,"('Detection Delay', 'delay_mean')",2.0
Naive,EDDM,TS4CD,Synthetic,Gradual,ReportPoint,Yes,"('Detection Delay', 'delay_std')",0.0
Naive,EDDM,TS4CD,Synthetic,Gradual,ReportPoint,Yes,"('Detection Delay', 'delay_pct(90)')",2.0
Naive,EDDM,TS4CD,Synthetic,Gradual,ReportPoint,Yes,"('Detection Delay', 'delay_pct(70)')",2.0
Naive,EDDM,TS4CD,Synthetic,Gradual,ReportPoint,Yes,"('Detection Delay', 'delay_pct(50)')",2.0
Naive,EDDM,TS4CD,Synthetic,Gradual,ReportPoint,Yes,"('Detection Delay', 'delay_pct(30)')",2.0
Naive,EDDM,TS4CD,Synthetic,Gradual,ReportPoint,Yes,"('Detection Delay', 'delay_pct(10)')",2.0
Naive,EDDM,TS4CD,Synthetic,Gradual,RunLength,Yes,"('Run Length MSE',)",83199.76
Naive,EDDM,TS4CD,Synthetic,Gradual,RunLength,Yes,"('Run Length MSRE',)",288.44368601167196
Naive,EDDM,TS4CD,Synthetic,PeriodicSpike,ChangePoint,Yes,"('Annotation Error',)",65.0
Naive,EDDM,TS4CD,Synthetic,PeriodicSpike,ChangePoint,Yes,"('Jaccard Index',)",0.12392755004766444
Naive,EDDM,TS4CD,Synthetic,PeriodicSpike,ChangePoint,Yes,"('Rand Index',)",0.7498833356030687
Naive,EDDM,TS4CD,Synthetic,PeriodicSpike,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'f1')",0.004545454545454539
Naive,EDDM,TS4CD,Synthetic,PeriodicSpike,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'precision')",0.002277904328018223
Naive,EDDM,TS4CD,Synthetic,PeriodicSpike,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'recall')",0.9999999999999989
Naive,EDDM,TS4CD,Synthetic,PeriodicSpike,ChangePoint,Yes,"('best f1 under pa', 'f1')",0.004545454545454539
Naive,EDDM,TS4CD,Synthetic,PeriodicSpike,ChangePoint,Yes,"('best f1 under pa', 'precision')",0.002277904328018223
Naive,EDDM,TS4CD,Synthetic,PeriodicSpike,ChangePoint,Yes,"('best f1 under pa', 'recall')",0.9999999999999989
Naive,EDDM,TS4CD,Synthetic,PeriodicSpike,ChangePoint,Yes,"('Run Length MSE',)",99390.60095238095
Naive,EDDM,TS4CD,Synthetic,PeriodicSpike,ChangePoint,Yes,"('Run Length MSRE',)",315.2627490719145
Naive,EDDM,TS4CD,Synthetic,PeriodicSpike,ReportPoint,Yes,"('Detection Delay', 'delay_mean')",3.0
Naive,EDDM,TS4CD,Synthetic,PeriodicSpike,ReportPoint,Yes,"('Detection Delay', 'delay_std')",0.0
Naive,EDDM,TS4CD,Synthetic,PeriodicSpike,ReportPoint,Yes,"('Detection Delay', 'delay_pct(90)')",3.0
Naive,EDDM,TS4CD,Synthetic,PeriodicSpike,ReportPoint,Yes,"('Detection Delay', 'delay_pct(70)')",3.0
Naive,EDDM,TS4CD,Synthetic,PeriodicSpike,ReportPoint,Yes,"('Detection Delay', 'delay_pct(50)')",3.0
Naive,EDDM,TS4CD,Synthetic,PeriodicSpike,ReportPoint,Yes,"('Detection Delay', 'delay_pct(30)')",3.0
Naive,EDDM,TS4CD,Synthetic,PeriodicSpike,ReportPoint,Yes,"('Detection Delay', 'delay_pct(10)')",3.0
Naive,EDDM,TS4CD,Synthetic,PeriodicSpike,RunLength,Yes,"('Run Length MSE',)",98902.14857142857
Naive,EDDM,TS4CD,Synthetic,PeriodicSpike,RunLength,Yes,"('Run Length MSRE',)",314.4871198816075
Naive,EDDM,TS4CD,Synthetic,PeriodicSpike2,ChangePoint,Yes,"('Annotation Error',)",72.0
Naive,EDDM,TS4CD,Synthetic,PeriodicSpike2,ChangePoint,Yes,"('Jaccard Index',)",0.11630123927550047
Naive,EDDM,TS4CD,Synthetic,PeriodicSpike2,ChangePoint,Yes,"('Rand Index',)",0.7525416496436516
Naive,EDDM,TS4CD,Synthetic,PeriodicSpike2,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'f1')",0.004158004158004153
Naive,EDDM,TS4CD,Synthetic,PeriodicSpike2,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'precision')",0.0020833333333333333
Naive,EDDM,TS4CD,Synthetic,PeriodicSpike2,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'recall')",0.9999999999999989
Naive,EDDM,TS4CD,Synthetic,PeriodicSpike2,ChangePoint,Yes,"('best f1 under pa', 'f1')",0.004158004158004153
Naive,EDDM,TS4CD,Synthetic,PeriodicSpike2,ChangePoint,Yes,"('best f1 under pa', 'precision')",0.0020833333333333333
Naive,EDDM,TS4CD,Synthetic,PeriodicSpike2,ChangePoint,Yes,"('best f1 under pa', 'recall')",0.9999999999999989
Naive,EDDM,TS4CD,Synthetic,PeriodicSpike2,ChangePoint,Yes,"('Run Length MSE',)",94239.6619047619
Naive,EDDM,TS4CD,Synthetic,PeriodicSpike2,ChangePoint,Yes,"('Run Length MSRE',)",306.9847909991013
Naive,EDDM,TS4CD,Synthetic,PeriodicSpike2,ReportPoint,Yes,"('Detection Delay', 'delay_mean')",30.0
Naive,EDDM,TS4CD,Synthetic,PeriodicSpike2,ReportPoint,Yes,"('Detection Delay', 'delay_std')",0.0
Naive,EDDM,TS4CD,Synthetic,PeriodicSpike2,ReportPoint,Yes,"('Detection Delay', 'delay_pct(90)')",30.0
Naive,EDDM,TS4CD,Synthetic,PeriodicSpike2,ReportPoint,Yes,"('Detection Delay', 'delay_pct(70)')",30.0
Naive,EDDM,TS4CD,Synthetic,PeriodicSpike2,ReportPoint,Yes,"('Detection Delay', 'delay_pct(50)')",30.0
Naive,EDDM,TS4CD,Synthetic,PeriodicSpike2,ReportPoint,Yes,"('Detection Delay', 'delay_pct(30)')",30.0
Naive,EDDM,TS4CD,Synthetic,PeriodicSpike2,ReportPoint,Yes,"('Detection Delay', 'delay_pct(10)')",30.0
Naive,EDDM,TS4CD,Synthetic,PeriodicSpike2,RunLength,Yes,"('Run Length MSE',)",93761.91714285714
Naive,EDDM,TS4CD,Synthetic,PeriodicSpike2,RunLength,Yes,"('Run Length MSRE',)",306.2056778422914
Naive,EDDM,TS4CD,Synthetic,Scaling,ChangePoint,Yes,"('Annotation Error',)",73.0
Naive,EDDM,TS4CD,Synthetic,Scaling,ChangePoint,Yes,"('Jaccard Index',)",0.11439466158245949
Naive,EDDM,TS4CD,Synthetic,Scaling,ChangePoint,Yes,"('Rand Index',)",0.7596159607789732
Naive,EDDM,TS4CD,Synthetic,Scaling,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'f1')",0.0037950664136622344
Naive,EDDM,TS4CD,Synthetic,Scaling,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'precision')",0.0019011406844106464
Naive,EDDM,TS4CD,Synthetic,Scaling,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'recall')",0.9999999999999989
Naive,EDDM,TS4CD,Synthetic,Scaling,ChangePoint,Yes,"('best f1 under pa', 'f1')",0.0037950664136622344
Naive,EDDM,TS4CD,Synthetic,Scaling,ChangePoint,Yes,"('best f1 under pa', 'precision')",0.0019011406844106464
Naive,EDDM,TS4CD,Synthetic,Scaling,ChangePoint,Yes,"('best f1 under pa', 'recall')",0.9999999999999989
Naive,EDDM,TS4CD,Synthetic,Scaling,ChangePoint,Yes,"('Run Length MSE',)",87627.12666666666
Naive,EDDM,TS4CD,Synthetic,Scaling,ChangePoint,Yes,"('Run Length MSRE',)",296.01879444837056
Naive,EDDM,TS4CD,Synthetic,Scaling,ReportPoint,Yes,"('Detection Delay', 'delay_mean')",11.0
Naive,EDDM,TS4CD,Synthetic,Scaling,ReportPoint,Yes,"('Detection Delay', 'delay_std')",0.0
Naive,EDDM,TS4CD,Synthetic,Scaling,ReportPoint,Yes,"('Detection Delay', 'delay_pct(90)')",11.0
Naive,EDDM,TS4CD,Synthetic,Scaling,ReportPoint,Yes,"('Detection Delay', 'delay_pct(70)')",11.0
Naive,EDDM,TS4CD,Synthetic,Scaling,ReportPoint,Yes,"('Detection Delay', 'delay_pct(50)')",11.0
Naive,EDDM,TS4CD,Synthetic,Scaling,ReportPoint,Yes,"('Detection Delay', 'delay_pct(30)')",11.0
Naive,EDDM,TS4CD,Synthetic,Scaling,ReportPoint,Yes,"('Detection Delay', 'delay_pct(10)')",11.0
Naive,EDDM,TS4CD,Synthetic,Scaling,RunLength,Yes,"('Run Length MSE',)",87161.73904761905
Naive,EDDM,TS4CD,Synthetic,Scaling,RunLength,Yes,"('Run Length MSRE',)",295.2316701297797
Naive,EDDM,TS4CD,Synthetic,Scaling2,ChangePoint,Yes,"('Annotation Error',)",74.0
Naive,EDDM,TS4CD,Synthetic,Scaling2,ChangePoint,Yes,"('Jaccard Index',)",0.11439466158245949
Naive,EDDM,TS4CD,Synthetic,Scaling2,ChangePoint,Yes,"('Rand Index',)",0.7595978028961823
Naive,EDDM,TS4CD,Synthetic,Scaling2,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'f1')",0.0037878787878787836
Naive,EDDM,TS4CD,Synthetic,Scaling2,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'precision')",0.0018975332068311196
Naive,EDDM,TS4CD,Synthetic,Scaling2,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'recall')",0.9999999999999989
Naive,EDDM,TS4CD,Synthetic,Scaling2,ChangePoint,Yes,"('best f1 under pa', 'f1')",0.0037878787878787836
Naive,EDDM,TS4CD,Synthetic,Scaling2,ChangePoint,Yes,"('best f1 under pa', 'precision')",0.0018975332068311196
Naive,EDDM,TS4CD,Synthetic,Scaling2,ChangePoint,Yes,"('best f1 under pa', 'recall')",0.9999999999999989
Naive,EDDM,TS4CD,Synthetic,Scaling2,ChangePoint,Yes,"('Run Length MSE',)",87635.65809523809
Naive,EDDM,TS4CD,Synthetic,Scaling2,ChangePoint,Yes,"('Run Length MSRE',)",296.0332043795731
Naive,EDDM,TS4CD,Synthetic,Scaling2,ReportPoint,Yes,"('Detection Delay', 'delay_mean')",5.0
Naive,EDDM,TS4CD,Synthetic,Scaling2,ReportPoint,Yes,"('Detection Delay', 'delay_std')",0.0
Naive,EDDM,TS4CD,Synthetic,Scaling2,ReportPoint,Yes,"('Detection Delay', 'delay_pct(90)')",5.0
Naive,EDDM,TS4CD,Synthetic,Scaling2,ReportPoint,Yes,"('Detection Delay', 'delay_pct(70)')",5.0
Naive,EDDM,TS4CD,Synthetic,Scaling2,ReportPoint,Yes,"('Detection Delay', 'delay_pct(50)')",5.0
Naive,EDDM,TS4CD,Synthetic,Scaling2,ReportPoint,Yes,"('Detection Delay', 'delay_pct(30)')",5.0
Naive,EDDM,TS4CD,Synthetic,Scaling2,ReportPoint,Yes,"('Detection Delay', 'delay_pct(10)')",5.0
Naive,EDDM,TS4CD,Synthetic,Scaling2,RunLength,Yes,"('Run Length MSE',)",87170.18
Naive,EDDM,TS4CD,Synthetic,Scaling2,RunLength,Yes,"('Run Length MSRE',)",295.24596525608945
Naive,EDDM,TS4CD,Synthetic,Shift,ChangePoint,Yes,"('Annotation Error',)",75.0
Naive,EDDM,TS4CD,Synthetic,Shift,ChangePoint,Yes,"('Jaccard Index',)",0.11439466158245949
Naive,EDDM,TS4CD,Synthetic,Shift,ChangePoint,Yes,"('Rand Index',)",0.7605892232965636
Naive,EDDM,TS4CD,Synthetic,Shift,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'f1')",0.0036832412523020216
Naive,EDDM,TS4CD,Synthetic,Shift,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'precision')",0.0018450184501845018
Naive,EDDM,TS4CD,Synthetic,Shift,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'recall')",0.9999999999999989
Naive,EDDM,TS4CD,Synthetic,Shift,ChangePoint,Yes,"('best f1 under pa', 'f1')",0.0036832412523020216
Naive,EDDM,TS4CD,Synthetic,Shift,ChangePoint,Yes,"('best f1 under pa', 'precision')",0.0018450184501845018
Naive,EDDM,TS4CD,Synthetic,Shift,ChangePoint,Yes,"('best f1 under pa', 'recall')",0.9999999999999989
Naive,EDDM,TS4CD,Synthetic,Shift,ChangePoint,Yes,"('Run Length MSE',)",86686.60095238095
Naive,EDDM,TS4CD,Synthetic,Shift,ChangePoint,Yes,"('Run Length MSRE',)",294.425883631825
Naive,EDDM,TS4CD,Synthetic,Shift,ReportPoint,Yes,"('Detection Delay', 'delay_mean')",3.0
Naive,EDDM,TS4CD,Synthetic,Shift,ReportPoint,Yes,"('Detection Delay', 'delay_std')",0.0
Naive,EDDM,TS4CD,Synthetic,Shift,ReportPoint,Yes,"('Detection Delay', 'delay_pct(90)')",3.0
Naive,EDDM,TS4CD,Synthetic,Shift,ReportPoint,Yes,"('Detection Delay', 'delay_pct(70)')",3.0
Naive,EDDM,TS4CD,Synthetic,Shift,ReportPoint,Yes,"('Detection Delay', 'delay_pct(50)')",3.0
Naive,EDDM,TS4CD,Synthetic,Shift,ReportPoint,Yes,"('Detection Delay', 'delay_pct(30)')",3.0
Naive,EDDM,TS4CD,Synthetic,Shift,ReportPoint,Yes,"('Detection Delay', 'delay_pct(10)')",3.0
Naive,EDDM,TS4CD,Synthetic,Shift,RunLength,Yes,"('Run Length MSE',)",86224.56380952381
Naive,EDDM,TS4CD,Synthetic,Shift,RunLength,Yes,"('Run Length MSRE',)",293.64019447194863
Naive,EDDM,TS4CD,USC,USC_0,ChangePoint,Yes,"('Annotation Error',)",37.0
Naive,EDDM,TS4CD,USC,USC_0,ChangePoint,Yes,"('Jaccard Index',)",0.5273295929566294
Naive,EDDM,TS4CD,USC,USC_0,ChangePoint,Yes,"('Rand Index',)",0.932807700520705
Naive,EDDM,TS4CD,USC,USC_0,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'f1')",0.00793650793650792
Naive,EDDM,TS4CD,USC,USC_0,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'precision')",0.004
Naive,EDDM,TS4CD,USC,USC_0,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'recall')",0.4999999999999999
Naive,EDDM,TS4CD,USC,USC_0,ChangePoint,Yes,"('best f1 under pa', 'f1')",0.00793650793650792
Naive,EDDM,TS4CD,USC,USC_0,ChangePoint,Yes,"('best f1 under pa', 'precision')",0.004
Naive,EDDM,TS4CD,USC,USC_0,ChangePoint,Yes,"('best f1 under pa', 'recall')",0.4999999999999999
Naive,EDDM,TS4CD,USC,USC_0,ChangePoint,Yes,"('Run Length MSE',)",20284.224215246635
Naive,EDDM,TS4CD,USC,USC_0,ChangePoint,Yes,"('Run Length MSRE',)",142.42269557639554
Naive,EDDM,TS4CD,USC,USC_0,ReportPoint,Yes,"('Detection Delay', 'delay_mean')",109.75
Naive,EDDM,TS4CD,USC,USC_0,ReportPoint,Yes,"('Detection Delay', 'delay_std')",106.66858722229333
Naive,EDDM,TS4CD,USC,USC_0,ReportPoint,Yes,"('Detection Delay', 'delay_pct(90)')",231.10000000000002
Naive,EDDM,TS4CD,USC,USC_0,ReportPoint,Yes,"('Detection Delay', 'delay_pct(70)')",133.29999999999995
Naive,EDDM,TS4CD,USC,USC_0,ReportPoint,Yes,"('Detection Delay', 'delay_pct(50)')",78.5
Naive,EDDM,TS4CD,USC,USC_0,ReportPoint,Yes,"('Detection Delay', 'delay_pct(30)')",36.199999999999996
Naive,EDDM,TS4CD,USC,USC_0,ReportPoint,Yes,"('Detection Delay', 'delay_pct(10)')",13.400000000000002
Naive,EDDM,TS4CD,USC,USC_0,RunLength,Yes,"('Run Length MSE',)",20194.89942344651
Naive,EDDM,TS4CD,USC,USC_0,RunLength,Yes,"('Run Length MSRE',)",142.10875913696
Naive,EDDM,TS4CD,USC,USC_1,ChangePoint,Yes,"('Annotation Error',)",26.0
Naive,EDDM,TS4CD,USC,USC_1,ChangePoint,Yes,"('Jaccard Index',)",0.3748335018651694
Naive,EDDM,TS4CD,USC,USC_1,ChangePoint,Yes,"('Rand Index',)",0.9187782322311471
Naive,EDDM,TS4CD,USC,USC_1,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'f1')",0.05714285714285679
Naive,EDDM,TS4CD,USC,USC_1,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'precision')",0.037037037037037035
Naive,EDDM,TS4CD,USC,USC_1,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'recall')",0.12499999999999997
Naive,EDDM,TS4CD,USC,USC_1,ChangePoint,Yes,"('best f1 under pa', 'f1')",0.05714285714285679
Naive,EDDM,TS4CD,USC,USC_1,ChangePoint,Yes,"('best f1 under pa', 'precision')",0.037037037037037035
Naive,EDDM,TS4CD,USC,USC_1,ChangePoint,Yes,"('best f1 under pa', 'recall')",0.12499999999999997
Naive,EDDM,TS4CD,USC,USC_1,ChangePoint,Yes,"('Run Length MSE',)",27264.183215887253
Naive,EDDM,TS4CD,USC,USC_1,ChangePoint,Yes,"('Run Length MSRE',)",165.11869432589168
Naive,EDDM,TS4CD,USC,USC_1,ReportPoint,Yes,"('Detection Delay', 'delay_mean')",159.0
Naive,EDDM,TS4CD,USC,USC_1,ReportPoint,Yes,"('Detection Delay', 'delay_std')",163.5481580452681
Naive,EDDM,TS4CD,USC,USC_1,ReportPoint,Yes,"('Detection Delay', 'delay_pct(90)')",392.4
Naive,EDDM,TS4CD,USC,USC_1,ReportPoint,Yes,"('Detection Delay', 'delay_pct(70)')",264.0999999999999
Naive,EDDM,TS4CD,USC,USC_1,ReportPoint,Yes,"('Detection Delay', 'delay_pct(50)')",81.0
Naive,EDDM,TS4CD,USC,USC_1,ReportPoint,Yes,"('Detection Delay', 'delay_pct(30)')",29.3
Naive,EDDM,TS4CD,USC,USC_1,ReportPoint,Yes,"('Detection Delay', 'delay_pct(10)')",1.4000000000000001
Naive,EDDM,TS4CD,USC,USC_1,RunLength,Yes,"('Run Length MSE',)",27348.106982703393
Naive,EDDM,TS4CD,USC,USC_1,RunLength,Yes,"('Run Length MSRE',)",165.372630694149
Naive,EDDM,TS4CD,USC,USC_2,ChangePoint,Yes,"('Annotation Error',)",61.0
Naive,EDDM,TS4CD,USC,USC_2,ChangePoint,Yes,"('Jaccard Index',)",0.2930422329703586
Naive,EDDM,TS4CD,USC,USC_2,ChangePoint,Yes,"('Rand Index',)",0.8938385059456259
Naive,EDDM,TS4CD,USC,USC_2,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'f1')",0.009756097560975563
Naive,EDDM,TS4CD,USC,USC_2,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'precision')",0.005
Naive,EDDM,TS4CD,USC,USC_2,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'recall')",0.19999999999999996
Naive,EDDM,TS4CD,USC,USC_2,ChangePoint,Yes,"('best f1 under pa', 'f1')",0.009756097560975563
Naive,EDDM,TS4CD,USC,USC_2,ChangePoint,Yes,"('best f1 under pa', 'precision')",0.005
Naive,EDDM,TS4CD,USC,USC_2,ChangePoint,Yes,"('best f1 under pa', 'recall')",0.19999999999999996
Naive,EDDM,TS4CD,USC,USC_2,ChangePoint,Yes,"('Run Length MSE',)",45207.30064102564
Naive,EDDM,TS4CD,USC,USC_2,ChangePoint,Yes,"('Run Length MSRE',)",212.62008522485743
