"('Attribute', 'schema_name')","('Attribute', 'method_name')","('Attribute', 'dataset_type')","('Attribute', 'dataset_name')","('Attribute', 'curve_name')","('Attribute', 'label_name')","('Attribute', 'online')","('Eval', 'eval_item')","('Eval', 'value')"
Naive,FlossMax,TS4CD,AlanTuringTCPD,usd_isk,ChangePoint,Yes,"('Annotation Error',)",1.4
Naive,FlossMax,TS4CD,AlanTuringTCPD,usd_isk,ChangePoint,Yes,"('Jaccard Index',)",0.5777875852434147
Naive,FlossMax,TS4CD,AlanTuringTCPD,usd_isk,ChangePoint,Yes,"('Rand Index',)",0.8236132993980527
Naive,FlossMax,TS4CD,AlanTuringTCPD,usd_isk,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'f1')",0.0816302278487151
Naive,FlossMax,TS4CD,AlanTuringTCPD,usd_isk,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'precision')",0.047792404617146886
Naive,FlossMax,TS4CD,AlanTuringTCPD,usd_isk,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'recall')",0.7833333333333329
Naive,FlossMax,TS4CD,AlanTuringTCPD,usd_isk,ChangePoint,Yes,"('best f1 under pa', 'f1')",0.0816302278487151
Naive,FlossMax,TS4CD,AlanTuringTCPD,usd_isk,ChangePoint,Yes,"('best f1 under pa', 'precision')",0.047792404617146886
Naive,FlossMax,TS4CD,AlanTuringTCPD,usd_isk,ChangePoint,Yes,"('best f1 under pa', 'recall')",0.7833333333333329
Naive,FlossMax,TS4CD,AlanTuringTCPD,usd_isk,ChangePoint,Yes,"('Run Length MSE',)",1896.0565022421524
Naive,FlossMax,TS4CD,AlanTuringTCPD,usd_isk,ChangePoint,Yes,"('Run Length MSRE',)",43.501580589323666
Naive,FlossMax,TS4CD,AlanTuringTCPD,usd_isk,ReportPoint,Yes,"('Detection Delay', 'delay_mean')",108.38333333333335
Naive,FlossMax,TS4CD,AlanTuringTCPD,usd_isk,ReportPoint,Yes,"('Detection Delay', 'delay_std')",19.411894990689664
Naive,FlossMax,TS4CD,AlanTuringTCPD,usd_isk,ReportPoint,Yes,"('Detection Delay', 'delay_pct(90)')",127.58
Naive,FlossMax,TS4CD,AlanTuringTCPD,usd_isk,ReportPoint,Yes,"('Detection Delay', 'delay_pct(70)')",119.94000000000001
Naive,FlossMax,TS4CD,AlanTuringTCPD,usd_isk,ReportPoint,Yes,"('Detection Delay', 'delay_pct(50)')",106.3
Naive,FlossMax,TS4CD,AlanTuringTCPD,usd_isk,ReportPoint,Yes,"('Detection Delay', 'delay_pct(30)')",96.64
Naive,FlossMax,TS4CD,AlanTuringTCPD,usd_isk,ReportPoint,Yes,"('Detection Delay', 'delay_pct(10)')",89.28
Naive,FlossMax,TS4CD,AlanTuringTCPD,usd_isk,RunLength,Yes,"('Run Length MSE',)",1822.5856502242154
Naive,FlossMax,TS4CD,AlanTuringTCPD,usd_isk,RunLength,Yes,"('Run Length MSRE',)",42.67408645083938
Naive,FlossMax,TS4CD,AlanTuringTCPD,us_population,ChangePoint,Yes,"('Annotation Error',)",8.0
Naive,FlossMax,TS4CD,AlanTuringTCPD,us_population,ChangePoint,Yes,"('Jaccard Index',)",0.611716621253406
Naive,FlossMax,TS4CD,AlanTuringTCPD,us_population,ChangePoint,Yes,"('Rand Index',)",0.863018776993086
Naive,FlossMax,TS4CD,AlanTuringTCPD,us_population,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'f1')",0.10818713450292386
Naive,FlossMax,TS4CD,AlanTuringTCPD,us_population,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'precision')",0.05718954248366013
Naive,FlossMax,TS4CD,AlanTuringTCPD,us_population,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'recall')",0.9999999999999989
Naive,FlossMax,TS4CD,AlanTuringTCPD,us_population,ChangePoint,Yes,"('best f1 under pa', 'f1')",0.10818713450292386
Naive,FlossMax,TS4CD,AlanTuringTCPD,us_population,ChangePoint,Yes,"('best f1 under pa', 'precision')",0.05718954248366013
Naive,FlossMax,TS4CD,AlanTuringTCPD,us_population,ChangePoint,Yes,"('best f1 under pa', 'recall')",0.9999999999999989
Naive,FlossMax,TS4CD,AlanTuringTCPD,us_population,ChangePoint,Yes,"('Run Length MSE',)",18374.397278911565
Naive,FlossMax,TS4CD,AlanTuringTCPD,us_population,ChangePoint,Yes,"('Run Length MSRE',)",135.55149952591069
Naive,FlossMax,TS4CD,AlanTuringTCPD,us_population,ReportPoint,Yes,"('Detection Delay', 'delay_mean')",1.0
Naive,FlossMax,TS4CD,AlanTuringTCPD,us_population,ReportPoint,Yes,"('Detection Delay', 'delay_std')",0.0
Naive,FlossMax,TS4CD,AlanTuringTCPD,us_population,ReportPoint,Yes,"('Detection Delay', 'delay_pct(90)')",1.0
Naive,FlossMax,TS4CD,AlanTuringTCPD,us_population,ReportPoint,Yes,"('Detection Delay', 'delay_pct(70)')",1.0
Naive,FlossMax,TS4CD,AlanTuringTCPD,us_population,ReportPoint,Yes,"('Detection Delay', 'delay_pct(50)')",1.0
Naive,FlossMax,TS4CD,AlanTuringTCPD,us_population,ReportPoint,Yes,"('Detection Delay', 'delay_pct(30)')",1.0
Naive,FlossMax,TS4CD,AlanTuringTCPD,us_population,ReportPoint,Yes,"('Detection Delay', 'delay_pct(10)')",1.0
Naive,FlossMax,TS4CD,AlanTuringTCPD,us_population,RunLength,Yes,"('Run Length MSE',)",16623.22585034014
Naive,FlossMax,TS4CD,AlanTuringTCPD,us_population,RunLength,Yes,"('Run Length MSRE',)",128.93046155193184
Naive,FlossMax,TS4CD,AlanTuringTCPD,well_log,ChangePoint,Yes,"('Annotation Error',)",31.6
Naive,FlossMax,TS4CD,AlanTuringTCPD,well_log,ChangePoint,Yes,"('Jaccard Index',)",0.3270213266343823
Naive,FlossMax,TS4CD,AlanTuringTCPD,well_log,ChangePoint,Yes,"('Rand Index',)",0.9010979363565422
Naive,FlossMax,TS4CD,AlanTuringTCPD,well_log,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'f1')",0.10621867035899883
Naive,FlossMax,TS4CD,AlanTuringTCPD,well_log,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'precision')",0.06021128012297031
Naive,FlossMax,TS4CD,AlanTuringTCPD,well_log,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'recall')",0.4561868686868686
Naive,FlossMax,TS4CD,AlanTuringTCPD,well_log,ChangePoint,Yes,"('best f1 under pa', 'f1')",0.10621867035899883
Naive,FlossMax,TS4CD,AlanTuringTCPD,well_log,ChangePoint,Yes,"('best f1 under pa', 'precision')",0.06021128012297031
Naive,FlossMax,TS4CD,AlanTuringTCPD,well_log,ChangePoint,Yes,"('best f1 under pa', 'recall')",0.4561868686868686
Naive,FlossMax,TS4CD,AlanTuringTCPD,well_log,ChangePoint,Yes,"('Run Length MSE',)",8083.020065789475
Naive,FlossMax,TS4CD,AlanTuringTCPD,well_log,ChangePoint,Yes,"('Run Length MSRE',)",84.55194776038198
Naive,FlossMax,TS4CD,AlanTuringTCPD,well_log,ReportPoint,Yes,"('Detection Delay', 'delay_mean')",0.9053030303030303
Naive,FlossMax,TS4CD,AlanTuringTCPD,well_log,ReportPoint,Yes,"('Detection Delay', 'delay_std')",1.0244456519911722
Naive,FlossMax,TS4CD,AlanTuringTCPD,well_log,ReportPoint,Yes,"('Detection Delay', 'delay_pct(90)')",2.1399999999999997
Naive,FlossMax,TS4CD,AlanTuringTCPD,well_log,ReportPoint,Yes,"('Detection Delay', 'delay_pct(70)')",1.6199999999999999
Naive,FlossMax,TS4CD,AlanTuringTCPD,well_log,ReportPoint,Yes,"('Detection Delay', 'delay_pct(50)')",0.3
Naive,FlossMax,TS4CD,AlanTuringTCPD,well_log,ReportPoint,Yes,"('Detection Delay', 'delay_pct(30)')",0.18
Naive,FlossMax,TS4CD,AlanTuringTCPD,well_log,ReportPoint,Yes,"('Detection Delay', 'delay_pct(10)')",0.06000000000000001
Naive,FlossMax,TS4CD,AlanTuringTCPD,well_log,RunLength,Yes,"('Run Length MSE',)",7076.720065789475
Naive,FlossMax,TS4CD,AlanTuringTCPD,well_log,RunLength,Yes,"('Run Length MSRE',)",79.10463724450003
Naive,FlossMax,TS4CD,Synthetic,Gradual,ChangePoint,Yes,"('Annotation Error',)",95.0
Naive,FlossMax,TS4CD,Synthetic,Gradual,ChangePoint,Yes,"('Jaccard Index',)",0.08007626310772165
Naive,FlossMax,TS4CD,Synthetic,Gradual,ChangePoint,Yes,"('Rand Index',)",0.7572327386626719
Naive,FlossMax,TS4CD,Synthetic,Gradual,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'f1')",0.0031847133757961746
Naive,FlossMax,TS4CD,Synthetic,Gradual,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'precision')",0.001594896331738437
Naive,FlossMax,TS4CD,Synthetic,Gradual,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'recall')",0.9999999999999989
Naive,FlossMax,TS4CD,Synthetic,Gradual,ChangePoint,Yes,"('best f1 under pa', 'f1')",0.0031847133757961746
Naive,FlossMax,TS4CD,Synthetic,Gradual,ChangePoint,Yes,"('best f1 under pa', 'precision')",0.001594896331738437
Naive,FlossMax,TS4CD,Synthetic,Gradual,ChangePoint,Yes,"('best f1 under pa', 'recall')",0.9999999999999989
Naive,FlossMax,TS4CD,Synthetic,Gradual,ChangePoint,Yes,"('Run Length MSE',)",88836.54761904762
Naive,FlossMax,TS4CD,Synthetic,Gradual,ChangePoint,Yes,"('Run Length MSRE',)",298.0546050961931
Naive,FlossMax,TS4CD,Synthetic,Gradual,ReportPoint,Yes,"('Detection Delay', 'delay_mean')",0.0
Naive,FlossMax,TS4CD,Synthetic,Gradual,ReportPoint,Yes,"('Detection Delay', 'delay_std')",0.0
Naive,FlossMax,TS4CD,Synthetic,Gradual,ReportPoint,Yes,"('Detection Delay', 'delay_pct(90)')",0.0
Naive,FlossMax,TS4CD,Synthetic,Gradual,ReportPoint,Yes,"('Detection Delay', 'delay_pct(70)')",0.0
Naive,FlossMax,TS4CD,Synthetic,Gradual,ReportPoint,Yes,"('Detection Delay', 'delay_pct(50)')",0.0
Naive,FlossMax,TS4CD,Synthetic,Gradual,ReportPoint,Yes,"('Detection Delay', 'delay_pct(30)')",0.0
Naive,FlossMax,TS4CD,Synthetic,Gradual,ReportPoint,Yes,"('Detection Delay', 'delay_pct(10)')",0.0
Naive,FlossMax,TS4CD,Synthetic,Gradual,RunLength,Yes,"('Run Length MSE',)",82581.85714285714
Naive,FlossMax,TS4CD,Synthetic,Gradual,RunLength,Yes,"('Run Length MSRE',)",287.37059199378274
Naive,FlossMax,TS4CD,Synthetic,PeriodicSpike,ChangePoint,Yes,"('Annotation Error',)",84.0
Naive,FlossMax,TS4CD,Synthetic,PeriodicSpike,ChangePoint,Yes,"('Jaccard Index',)",0.07435653002859867
Naive,FlossMax,TS4CD,Synthetic,PeriodicSpike,ChangePoint,Yes,"('Rand Index',)",0.743530800308684
Naive,FlossMax,TS4CD,Synthetic,PeriodicSpike,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'f1')",0.0227272727272727
Naive,FlossMax,TS4CD,Synthetic,PeriodicSpike,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'precision')",0.011494252873563218
Naive,FlossMax,TS4CD,Synthetic,PeriodicSpike,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'recall')",0.9999999999999989
Naive,FlossMax,TS4CD,Synthetic,PeriodicSpike,ChangePoint,Yes,"('best f1 under pa', 'f1')",0.0227272727272727
Naive,FlossMax,TS4CD,Synthetic,PeriodicSpike,ChangePoint,Yes,"('best f1 under pa', 'precision')",0.011494252873563218
Naive,FlossMax,TS4CD,Synthetic,PeriodicSpike,ChangePoint,Yes,"('best f1 under pa', 'recall')",0.9999999999999989
Naive,FlossMax,TS4CD,Synthetic,PeriodicSpike,ChangePoint,Yes,"('Run Length MSE',)",103023.58380952381
Naive,FlossMax,TS4CD,Synthetic,PeriodicSpike,ChangePoint,Yes,"('Run Length MSRE',)",320.97287083104675
Naive,FlossMax,TS4CD,Synthetic,PeriodicSpike,ReportPoint,Yes,"('Detection Delay', 'delay_mean')",0.0
Naive,FlossMax,TS4CD,Synthetic,PeriodicSpike,ReportPoint,Yes,"('Detection Delay', 'delay_std')",0.0
Naive,FlossMax,TS4CD,Synthetic,PeriodicSpike,ReportPoint,Yes,"('Detection Delay', 'delay_pct(90)')",0.0
Naive,FlossMax,TS4CD,Synthetic,PeriodicSpike,ReportPoint,Yes,"('Detection Delay', 'delay_pct(70)')",0.0
Naive,FlossMax,TS4CD,Synthetic,PeriodicSpike,ReportPoint,Yes,"('Detection Delay', 'delay_pct(50)')",0.0
Naive,FlossMax,TS4CD,Synthetic,PeriodicSpike,ReportPoint,Yes,"('Detection Delay', 'delay_pct(30)')",0.0
Naive,FlossMax,TS4CD,Synthetic,PeriodicSpike,ReportPoint,Yes,"('Detection Delay', 'delay_pct(10)')",0.0
Naive,FlossMax,TS4CD,Synthetic,PeriodicSpike,RunLength,Yes,"('Run Length MSE',)",94859.12952380952
Naive,FlossMax,TS4CD,Synthetic,PeriodicSpike,RunLength,Yes,"('Run Length MSRE',)",307.9920932813203
Naive,FlossMax,TS4CD,Synthetic,PeriodicSpike2,ChangePoint,Yes,"('Annotation Error',)",55.0
Naive,FlossMax,TS4CD,Synthetic,PeriodicSpike2,ChangePoint,Yes,"('Jaccard Index',)",0.16205910390848427
Naive,FlossMax,TS4CD,Synthetic,PeriodicSpike2,ChangePoint,Yes,"('Rand Index',)",0.7639929184257116
Naive,FlossMax,TS4CD,Synthetic,PeriodicSpike2,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'f1')",0.021978021978021955
Naive,FlossMax,TS4CD,Synthetic,PeriodicSpike2,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'precision')",0.011111111111111112
Naive,FlossMax,TS4CD,Synthetic,PeriodicSpike2,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'recall')",0.9999999999999989
Naive,FlossMax,TS4CD,Synthetic,PeriodicSpike2,ChangePoint,Yes,"('best f1 under pa', 'f1')",0.021978021978021955
Naive,FlossMax,TS4CD,Synthetic,PeriodicSpike2,ChangePoint,Yes,"('best f1 under pa', 'precision')",0.011111111111111112
Naive,FlossMax,TS4CD,Synthetic,PeriodicSpike2,ChangePoint,Yes,"('best f1 under pa', 'recall')",0.9999999999999989
Naive,FlossMax,TS4CD,Synthetic,PeriodicSpike2,ChangePoint,Yes,"('Run Length MSE',)",83916.37238095238
Naive,FlossMax,TS4CD,Synthetic,PeriodicSpike2,ChangePoint,Yes,"('Run Length MSRE',)",289.6832276486721
Naive,FlossMax,TS4CD,Synthetic,PeriodicSpike2,ReportPoint,Yes,"('Detection Delay', 'delay_mean')",2.0
Naive,FlossMax,TS4CD,Synthetic,PeriodicSpike2,ReportPoint,Yes,"('Detection Delay', 'delay_std')",0.0
Naive,FlossMax,TS4CD,Synthetic,PeriodicSpike2,ReportPoint,Yes,"('Detection Delay', 'delay_pct(90)')",2.0
Naive,FlossMax,TS4CD,Synthetic,PeriodicSpike2,ReportPoint,Yes,"('Detection Delay', 'delay_pct(70)')",2.0
Naive,FlossMax,TS4CD,Synthetic,PeriodicSpike2,ReportPoint,Yes,"('Detection Delay', 'delay_pct(50)')",2.0
Naive,FlossMax,TS4CD,Synthetic,PeriodicSpike2,ReportPoint,Yes,"('Detection Delay', 'delay_pct(30)')",2.0
Naive,FlossMax,TS4CD,Synthetic,PeriodicSpike2,ReportPoint,Yes,"('Detection Delay', 'delay_pct(10)')",2.0
Naive,FlossMax,TS4CD,Synthetic,PeriodicSpike2,RunLength,Yes,"('Run Length MSE',)",76718.49904761904
Naive,FlossMax,TS4CD,Synthetic,PeriodicSpike2,RunLength,Yes,"('Run Length MSRE',)",276.9810445637373
Naive,FlossMax,TS4CD,Synthetic,Scaling,ChangePoint,Yes,"('Annotation Error',)",97.0
Naive,FlossMax,TS4CD,Synthetic,Scaling,ChangePoint,Yes,"('Jaccard Index',)",0.07244995233555768
Naive,FlossMax,TS4CD,Synthetic,Scaling,ChangePoint,Yes,"('Rand Index',)",0.7557900948749376
Naive,FlossMax,TS4CD,Synthetic,Scaling,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'f1')",0.02020202020202018
Naive,FlossMax,TS4CD,Synthetic,Scaling,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'precision')",0.01020408163265306
Naive,FlossMax,TS4CD,Synthetic,Scaling,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'recall')",0.9999999999999989
Naive,FlossMax,TS4CD,Synthetic,Scaling,ChangePoint,Yes,"('best f1 under pa', 'f1')",0.02020202020202018
Naive,FlossMax,TS4CD,Synthetic,Scaling,ChangePoint,Yes,"('best f1 under pa', 'precision')",0.01020408163265306
Naive,FlossMax,TS4CD,Synthetic,Scaling,ChangePoint,Yes,"('best f1 under pa', 'recall')",0.9999999999999989
Naive,FlossMax,TS4CD,Synthetic,Scaling,ChangePoint,Yes,"('Run Length MSE',)",89952.91238095239
Naive,FlossMax,TS4CD,Synthetic,Scaling,ChangePoint,Yes,"('Run Length MSRE',)",299.92151036721657
Naive,FlossMax,TS4CD,Synthetic,Scaling,ReportPoint,Yes,"('Detection Delay', 'delay_mean')",8.0
Naive,FlossMax,TS4CD,Synthetic,Scaling,ReportPoint,Yes,"('Detection Delay', 'delay_std')",0.0
Naive,FlossMax,TS4CD,Synthetic,Scaling,ReportPoint,Yes,"('Detection Delay', 'delay_pct(90)')",8.0
Naive,FlossMax,TS4CD,Synthetic,Scaling,ReportPoint,Yes,"('Detection Delay', 'delay_pct(70)')",8.0
Naive,FlossMax,TS4CD,Synthetic,Scaling,ReportPoint,Yes,"('Detection Delay', 'delay_pct(50)')",8.0
Naive,FlossMax,TS4CD,Synthetic,Scaling,ReportPoint,Yes,"('Detection Delay', 'delay_pct(30)')",8.0
Naive,FlossMax,TS4CD,Synthetic,Scaling,ReportPoint,Yes,"('Detection Delay', 'delay_pct(10)')",8.0
Naive,FlossMax,TS4CD,Synthetic,Scaling,RunLength,Yes,"('Run Length MSE',)",83692.04571428572
Naive,FlossMax,TS4CD,Synthetic,Scaling,RunLength,Yes,"('Run Length MSRE',)",289.29577548641413
Naive,FlossMax,TS4CD,Synthetic,Scaling2,ChangePoint,Yes,"('Annotation Error',)",96.0
Naive,FlossMax,TS4CD,Synthetic,Scaling2,ChangePoint,Yes,"('Jaccard Index',)",0.06387035271687322
Naive,FlossMax,TS4CD,Synthetic,Scaling2,ChangePoint,Yes,"('Rand Index',)",0.7555531345045168
Naive,FlossMax,TS4CD,Synthetic,Scaling2,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'f1')",0.0032520325203251998
Naive,FlossMax,TS4CD,Synthetic,Scaling2,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'precision')",0.0016286644951140066
Naive,FlossMax,TS4CD,Synthetic,Scaling2,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'recall')",0.9999999999999989
Naive,FlossMax,TS4CD,Synthetic,Scaling2,ChangePoint,Yes,"('best f1 under pa', 'f1')",0.0032520325203251998
Naive,FlossMax,TS4CD,Synthetic,Scaling2,ChangePoint,Yes,"('best f1 under pa', 'precision')",0.0016286644951140066
Naive,FlossMax,TS4CD,Synthetic,Scaling2,ChangePoint,Yes,"('best f1 under pa', 'recall')",0.9999999999999989
Naive,FlossMax,TS4CD,Synthetic,Scaling2,ChangePoint,Yes,"('Run Length MSE',)",89962.96857142857
Naive,FlossMax,TS4CD,Synthetic,Scaling2,ChangePoint,Yes,"('Run Length MSRE',)",299.9382746023398
Naive,FlossMax,TS4CD,Synthetic,Scaling2,ReportPoint,Yes,"('Detection Delay', 'delay_mean')",12.0
Naive,FlossMax,TS4CD,Synthetic,Scaling2,ReportPoint,Yes,"('Detection Delay', 'delay_std')",0.0
Naive,FlossMax,TS4CD,Synthetic,Scaling2,ReportPoint,Yes,"('Detection Delay', 'delay_pct(90)')",12.0
Naive,FlossMax,TS4CD,Synthetic,Scaling2,ReportPoint,Yes,"('Detection Delay', 'delay_pct(70)')",12.0
Naive,FlossMax,TS4CD,Synthetic,Scaling2,ReportPoint,Yes,"('Detection Delay', 'delay_pct(50)')",12.0
Naive,FlossMax,TS4CD,Synthetic,Scaling2,ReportPoint,Yes,"('Detection Delay', 'delay_pct(30)')",12.0
Naive,FlossMax,TS4CD,Synthetic,Scaling2,ReportPoint,Yes,"('Detection Delay', 'delay_pct(10)')",12.0
Naive,FlossMax,TS4CD,Synthetic,Scaling2,RunLength,Yes,"('Run Length MSE',)",83685.84285714285
Naive,FlossMax,TS4CD,Synthetic,Scaling2,RunLength,Yes,"('Run Length MSRE',)",289.28505467296935
Naive,FlossMax,TS4CD,Synthetic,Shift,ChangePoint,Yes,"('Annotation Error',)",98.0
Naive,FlossMax,TS4CD,Synthetic,Shift,ChangePoint,Yes,"('Jaccard Index',)",0.08007626310772165
Naive,FlossMax,TS4CD,Synthetic,Shift,ChangePoint,Yes,"('Rand Index',)",0.7573035544055563
Naive,FlossMax,TS4CD,Synthetic,Shift,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'f1')",0.0031796502384737646
Naive,FlossMax,TS4CD,Synthetic,Shift,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'precision')",0.0015923566878980893
Naive,FlossMax,TS4CD,Synthetic,Shift,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'recall')",0.9999999999999989
Naive,FlossMax,TS4CD,Synthetic,Shift,ChangePoint,Yes,"('best f1 under pa', 'f1')",0.0031796502384737646
Naive,FlossMax,TS4CD,Synthetic,Shift,ChangePoint,Yes,"('best f1 under pa', 'precision')",0.0015923566878980893
Naive,FlossMax,TS4CD,Synthetic,Shift,ChangePoint,Yes,"('best f1 under pa', 'recall')",0.9999999999999989
Naive,FlossMax,TS4CD,Synthetic,Shift,ChangePoint,Yes,"('Run Length MSE',)",88878.10952380953
Naive,FlossMax,TS4CD,Synthetic,Shift,ChangePoint,Yes,"('Run Length MSRE',)",298.12431890707865
Naive,FlossMax,TS4CD,Synthetic,Shift,ReportPoint,Yes,"('Detection Delay', 'delay_mean')",0.0
Naive,FlossMax,TS4CD,Synthetic,Shift,ReportPoint,Yes,"('Detection Delay', 'delay_std')",0.0
Naive,FlossMax,TS4CD,Synthetic,Shift,ReportPoint,Yes,"('Detection Delay', 'delay_pct(90)')",0.0
Naive,FlossMax,TS4CD,Synthetic,Shift,ReportPoint,Yes,"('Detection Delay', 'delay_pct(70)')",0.0
Naive,FlossMax,TS4CD,Synthetic,Shift,ReportPoint,Yes,"('Detection Delay', 'delay_pct(50)')",0.0
Naive,FlossMax,TS4CD,Synthetic,Shift,ReportPoint,Yes,"('Detection Delay', 'delay_pct(30)')",0.0
Naive,FlossMax,TS4CD,Synthetic,Shift,ReportPoint,Yes,"('Detection Delay', 'delay_pct(10)')",0.0
Naive,FlossMax,TS4CD,Synthetic,Shift,RunLength,Yes,"('Run Length MSE',)",82636.91428571429
Naive,FlossMax,TS4CD,Synthetic,Shift,RunLength,Yes,"('Run Length MSRE',)",287.46637070397344
Naive,FlossMax,TS4CD,USC,USC_0,ChangePoint,Yes,"('Annotation Error',)",78.0
Naive,FlossMax,TS4CD,USC,USC_0,ChangePoint,Yes,"('Jaccard Index',)",0.19524727039177905
Naive,FlossMax,TS4CD,USC,USC_0,ChangePoint,Yes,"('Rand Index',)",0.8966490908194944
Naive,FlossMax,TS4CD,USC,USC_0,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'f1')",0.02631578947368411
Naive,FlossMax,TS4CD,USC,USC_0,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'precision')",0.013888888888888888
Naive,FlossMax,TS4CD,USC,USC_0,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'recall')",0.24999999999999994
Naive,FlossMax,TS4CD,USC,USC_0,ChangePoint,Yes,"('best f1 under pa', 'f1')",0.02631578947368411
Naive,FlossMax,TS4CD,USC,USC_0,ChangePoint,Yes,"('best f1 under pa', 'precision')",0.013888888888888888
Naive,FlossMax,TS4CD,USC,USC_0,ChangePoint,Yes,"('best f1 under pa', 'recall')",0.24999999999999994
Naive,FlossMax,TS4CD,USC,USC_0,ChangePoint,Yes,"('Run Length MSE',)",42116.09673286355
Naive,FlossMax,TS4CD,USC,USC_0,ChangePoint,Yes,"('Run Length MSRE',)",205.22206687601496
Naive,FlossMax,TS4CD,USC,USC_0,ReportPoint,Yes,"('Detection Delay', 'delay_mean')",0.5
Naive,FlossMax,TS4CD,USC,USC_0,ReportPoint,Yes,"('Detection Delay', 'delay_std')",0.8660254037844386
Naive,FlossMax,TS4CD,USC,USC_0,ReportPoint,Yes,"('Detection Delay', 'delay_pct(90)')",1.4000000000000004
Naive,FlossMax,TS4CD,USC,USC_0,ReportPoint,Yes,"('Detection Delay', 'delay_pct(70)')",0.1999999999999993
Naive,FlossMax,TS4CD,USC,USC_0,ReportPoint,Yes,"('Detection Delay', 'delay_pct(50)')",0.0
Naive,FlossMax,TS4CD,USC,USC_0,ReportPoint,Yes,"('Detection Delay', 'delay_pct(30)')",0.0
Naive,FlossMax,TS4CD,USC,USC_0,ReportPoint,Yes,"('Detection Delay', 'delay_pct(10)')",0.0
Naive,FlossMax,TS4CD,USC,USC_0,RunLength,Yes,"('Run Length MSE',)",39661.97501601538
Naive,FlossMax,TS4CD,USC,USC_0,RunLength,Yes,"('Run Length MSRE',)",199.1531446299942
Naive,FlossMax,TS4CD,USC,USC_1,ChangePoint,Yes,"('Annotation Error',)",133.0
Naive,FlossMax,TS4CD,USC,USC_1,ChangePoint,Yes,"('Jaccard Index',)",0.15325177076625884
Naive,FlossMax,TS4CD,USC,USC_1,ChangePoint,Yes,"('Rand Index',)",0.9377798584076611
Naive,FlossMax,TS4CD,USC,USC_1,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'f1')",0.019900497512437738
Naive,FlossMax,TS4CD,USC,USC_1,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'precision')",0.010362694300518135
Naive,FlossMax,TS4CD,USC,USC_1,ChangePoint,Yes,"('event-based f1 under pa with mode log', 'recall')",0.24999999999999994
Naive,FlossMax,TS4CD,USC,USC_1,ChangePoint,Yes,"('best f1 under pa', 'f1')",0.019900497512437738
Naive,FlossMax,TS4CD,USC,USC_1,ChangePoint,Yes,"('best f1 under pa', 'precision')",0.010362694300518135
Naive,FlossMax,TS4CD,USC,USC_1,ChangePoint,Yes,"('best f1 under pa', 'recall')",0.24999999999999994
Naive,FlossMax,TS4CD,USC,USC_1,ChangePoint,Yes,"('Run Length MSE',)",14740.800768737989
Naive,FlossMax,TS4CD,USC,USC_1,ChangePoint,Yes,"('Run Length MSRE',)",121.41169947224192
Naive,FlossMax,TS4CD,USC,USC_1,ReportPoint,Yes,"('Detection Delay', 'delay_mean')",0.0
Naive,FlossMax,TS4CD,USC,USC_1,ReportPoint,Yes,"('Detection Delay', 'delay_std')",0.0
Naive,FlossMax,TS4CD,USC,USC_1,ReportPoint,Yes,"('Detection Delay', 'delay_pct(90)')",0.0
Naive,FlossMax,TS4CD,USC,USC_1,ReportPoint,Yes,"('Detection Delay', 'delay_pct(70)')",0.0
Naive,FlossMax,TS4CD,USC,USC_1,ReportPoint,Yes,"('Detection Delay', 'delay_pct(50)')",0.0
Naive,FlossMax,TS4CD,USC,USC_1,ReportPoint,Yes,"('Detection Delay', 'delay_pct(30)')",0.0
Naive,FlossMax,TS4CD,USC,USC_1,ReportPoint,Yes,"('Detection Delay', 'delay_pct(10)')",0.0
Naive,FlossMax,TS4CD,USC,USC_1,RunLength,Yes,"('Run Length MSE',)",12554.042921204356
